1192938416305868800	2021-05-24T23:14:05.000Z	1396967768822468610	    Midway Mania! 	{'place_id': '0fbeae8c65941000'}
803337544670806016	2021-05-25T02:06:05.000Z	1397011054501138440	everywhere we visit we go straight to they hood cause the hoods luv us	{'place_id': '3b77caf94bfc81fe'}
19558810	2021-05-25T02:00:09.000Z	1397009563333709826	My view this week       ✔️   @ Malibu, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.779, 34.0304]}, 'place_id': 'fbd6d2f5a4e4a15e'}
1319246530994290689	2021-05-25T01:56:04.000Z	1397008536643723265	Warren Buffett quote on investment psychology of considering profit. Follow  Follow  Visit: Link in bio @ Los Angeles, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
494294806	2021-05-25T01:45:00.000Z	1397005751088934912	Bay Area Friends: I’ll be chatting summer travel and Europe opening on  FOX0  tonight at 0:0. 	{'place_id': 'fb76b3aa366004c9'}
3108415496	2021-05-25T01:30:03.000Z	1397001985908383746	 I’m not small, I’m travel-sized.	{'place_id': '3b77caf94bfc81fe'}
1012439534145957888	2021-05-25T01:27:23.000Z	1397001317411737602	According to this report, there were significant schedule conflicts and negotiations were on and off. Oh dear! But alas, Timmy signed ✍ as of last week. His recent visit to California was probably related to  these discussions. éeChalamet   	{'place_id': 'fb76b3aa366004c9'}
918536804692668416	2021-05-25T01:22:13.000Z	1397000016347099136	With this  kicking off the start of summer  travel give your car a much needed health check before you hit the road, contact us today for a courtesy inspection!   	{'place_id': '3b77caf94bfc81fe'}
29936192	2021-05-25T01:17:51.000Z	1396998916369838081	US citizens warned not to travel to Japan as Tokyo Olympics near  via 	{'place_id': '10de09f288b1665c'}
17935487	2021-05-25T01:17:45.000Z	1396998890755330052	   visit the site and follow the links :)	{'place_id': '3b77caf94bfc81fe'}
24827612	2021-05-25T00:14:45.000Z	1396983038316146694	Hey MIAMI I WILL BE IN YOU MID June who can I visit	{'place_id': '3b77caf94bfc81fe'}
9955362	2021-05-25T00:07:51.000Z	1396981302126006274	Wasted on the young. Travel! Discover!!  	{'place_id': '3b77caf94bfc81fe'}
795467461843746816	2021-05-25T00:06:16.000Z	1396980904463982594	It’s different when you gotta travel around the country & hoop.-Pavy	{'place_id': '3b77caf94bfc81fe'}
547445162	2021-05-26T23:37:04.000Z	1397698329954291712	Like I feel like I would be dead going to Georgia for a weekend just to fly back for the strokes show at the forum and then fly to San Francisco for outside lands. 😔	{'place_id': '01c060cf466c6ce3'}
162492285	2021-05-26T23:31:05.000Z	1397696822269726720	One day I will visit this building in LA.    	{'place_id': '07d9c94c18884005'}
21278159	2021-05-26T23:21:26.000Z	1397694395139375108	EVERY visit to California!•••• @ In-N-Out Burger 	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.34177, 34.09838]}}
748896471672434691	2021-05-26T22:55:24.000Z	1397687842713661440	I just wanna travel & stack up.	{'place_id': '3b77caf94bfc81fe'}
30695159	2021-05-26T22:42:15.000Z	1397684533114421259	My inspiration for this portrait illustration were vintage Mexican Travel posters. ...         	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}}
740936011874590720	2021-05-26T22:14:26.000Z	1397677534070939654	Planning an upcoming trip? 🏖Charter a private jet charter and fly on your own terms with the highest standard of safety, comfort and efficiency.💯Request a free quote at         	{'place_id': '3b77caf94bfc81fe'}
50931608	2021-05-26T22:09:29.000Z	1397676287708123140	 What's one place you want to travel to?	{'place_id': '3b77caf94bfc81fe'}
373039972	2021-05-26T21:36:51.000Z	1397668074451472389	I love quirky, strange and somewhat awkward men. Then again I also love strong, outgoing manly men too. Jussayin’… yes I’m delirious and on pain medication. Seen three doctors two hospitals and a home visit later l. I’m still in bed. Club o hospital bracelets. Yep.	{'place_id': '07d9cac980087000'}
4228958130	2021-05-26T21:25:06.000Z	1397665119346200579	  Well its also the travel to get to them, parents time off work, rental cars, hotels, etc...	{'place_id': '0654b676d0359a31'}
35079844	2021-05-26T21:10:39.000Z	1397661483362783232	 I hear ya! When I’m producing I do the same thing! Visit our website at  	{'place_id': '3134f9d2892d2685'}
218247335	2021-05-26T21:07:47.000Z	1397660759929196544	  regular dr visit?	{'place_id': '3b77caf94bfc81fe'}
499464327	2021-05-26T20:53:56.000Z	1397657278082256899	At work, we talked about how we’ll be celebrating MDW much more differently this year. It just reminded me that my college reunion was still cancelled, CDC still warns against travel to the countries on my list & I know many unvaccinated people. I wish things were different 😢 	{'place_id': '3b77caf94bfc81fe'}
176729545	2021-05-26T20:22:43.000Z	1397649420813062155	  I took a trip with  to SF once. They’re a lot of fun to travel and watch a Dodger game with. It composes of some of the biggest die hard Dodger fans you’ll find and they deserve a ton of credit for this trip in Houston.	{'place_id': '1193edda55d6fa3d'}
1416856063	2021-05-26T20:17:26.000Z	1397648091956670465	I wanna travel again with my baby🥺	{'place_id': '3b77caf94bfc81fe'}
20118992	2021-05-26T19:47:15.000Z	1397640493194907648	 warning to anyone flying out of   it’s a 💩show. Insanely long lines, bag check in kiosks making you go to the counter. Get there at least 0 hours ahead of departure for domestic flights. That’s straight from Delta.	{'place_id': 'a75bc1fb166cd594'}
